company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country
AmeriPath,https://www.linkedin.com/company/ameripath,ameripath.com,Hospitals and Health Care,Privately Held,1001-5000,696,-,-,-,US
Optalis Health & Rehabilitation Centers,https://www.linkedin.com/company/optalishealthcare,optalishealthcare.com,Hospitals and Health Care,Privately Held,1001-5000,681,-,Novi,Michigan,US
HCA Florida Osceola Hospital,https://www.linkedin.com/company/hca-florida-osceola-hospital,hcafloridahealthcare.com,Hospitals and Health Care,Public Company,1001-5000,496,-,Kissimmee,Florida,US
Baylor Scott & White Health Plan,https://www.linkedin.com/company/bswhealthplan,bswhealthplan.com,Hospitals and Health Care,Nonprofit,501-1000,841,1982,Temple,Texas,US
Element Care PACE,https://www.linkedin.com/company/elementcare,elementcare.org,Hospitals and Health Care,Nonprofit,201-500,259,1994,Lynn,Massachusetts,US
Maple Grove Hospital,https://www.linkedin.com/company/maple-grove-hospital,northmemorial.com,Hospitals and Health Care,Nonprofit,1001-5000,537,2009,Maple Grove,Minnesota,US
The Cottano Group,https://www.linkedin.com/company/cottano-group,sevals.net,Hospitals and Health Care,Public Company,201-500,28,2016,Pineville,Louisiana,US
MedicureMD,https://www.linkedin.com/company/medicure-md,medicuremd.com,Hospitals and Health Care,Partnership,501-1000,14,2010,Charlotte,North Carolina,US
Cornwall Partnership NHS Foundation Trust Recruitment,https://www.linkedin.com/company/cornwall-partnership-nhs-foundation-trust-recruitment,cornwallft.nhs.uk,Hospitals and Health Care,Nonprofit,1001-5000,14,-,-,-,US
Minidoka Memorial Hospital,https://www.linkedin.com/company/minidoka-memorial-hospital,minidokamemorial.org,Hospitals and Health Care,Nonprofit,201-500,151,1926,Rupert,Idaho,US
"Compassionate Care Home Health, Hospice, and In Home Care",https://www.linkedin.com/company/compassionate-care-home-health-agency,compassionatecare.com,Hospitals and Health Care,Privately Held,201-500,130,2003,Fresno,California,US
Fairlawn Rehabilitation Hospital An Affiliate Of Encompass Health,https://www.linkedin.com/company/fairlawn-rehabilitation-hosp,encompasshealth.com,Hospitals and Health Care,Public Company,201-500,113,1987,Worcester,Massachusetts,US
Little Falls Hospital,https://www.linkedin.com/company/little-falls-hospital,bassett.org,Hospitals and Health Care,Nonprofit,201-500,112,1893,Little Falls,New York,US
"The University of Tennessee Health Science Center College of Medicine, Knoxville",https://www.linkedin.com/company/uthscknoxville,utmck.edu,Hospitals and Health Care,Educational Institution,501-1000,111,-,KNOXVILLE,Tennessee,US
Ditmas Park Nursing & Rehab,https://www.linkedin.com/company/ditmas-park-nursing-and-rehab,ditmasrehab.com,Hospitals and Health Care,Privately Held,201-500,94,-,Brooklyn,New York,US
Grand River Medical Group,https://www.linkedin.com/company/grand-river-medical-group,grandrivermedicalgroup.com,Hospitals and Health Care,Sole Proprietorship,201-500,90,2016,Dubuque,Iowa,US
Exton Post Acute,https://www.linkedin.com/company/exton-post-acute,extonrehab.com,Hospitals and Health Care,Privately Held,501-1000,15,2025,Exton,Pennsylvania,US
Billmymed,https://www.linkedin.com/company/billmymed,billmymed.com,Hospitals and Health Care,Privately Held,201-500,11,-,Santa Clara,California,US
Enfinity Medical Billing,https://www.linkedin.com/company/enfinity-medical-billing,enfinitybilling.com,Hospitals and Health Care,Sole Proprietorship,501-1000,2,2016,Union City,New Jersey,US
CFSE,https://www.linkedin.com/company/cfse,-,Hospitals and Health Care,-,201-500,433,-,-,-,US
"Road To Responsibility, Inc.",https://www.linkedin.com/company/road-to-responsibility-inc.,roadtoresponsibility.org,Hospitals and Health Care,Nonprofit,201-500,171,-,Marshfield,Massachusetts,US
Morristown-Hamblen Healthcare System,https://www.linkedin.com/company/morristown-hamblen-healthcare,morristownhamblen.com,Hospitals and Health Care,-,501-1000,169,-,Morristown,Tennessee,US
Argus Home Health Care,https://www.linkedin.com/company/argus-home-health-care,argushomehealthcare.com,Hospitals and Health Care,Privately Held,501-1000,126,1990,Glendale,Colorado,US
"Physicians Revenue Group, Inc",https://www.linkedin.com/company/physicians-revenue-group-inc.,prgmd.com,Hospital and Health Care,Privately Held,501-1000,66,1997,Downers Grove,Illinois,US
NeuroInternational,https://www.linkedin.com/company/neurointernational,neurointernational.com,Hospitals and Health Care,Privately Held,501-1000,59,-,Sarasota,Florida,US
"Community Health Care, Inc.",https://www.linkedin.com/company/community-health-care-inc,chci.com,Hospitals and Health Care,Privately Held,201-500,59,1986,Canal Fulton,Ohio,US
Legion Healthcare Solutions,https://www.linkedin.com/company/legionhealthcaresolutions,legionhealthcaresolutions.com,Hospitals and Health Care,Privately Held,201-500,13,2015,Clearwater,Florida,US
SAN FRANCISCO GENERAL HOSPITAL,https://www.linkedin.com/company/san-francisco-general-hospital,psypr.com,Hospitals and Health Care,Privately Held,1001-5000,513,-,SAN FRANCISCO,California,US
Danbury Health Systems,https://www.linkedin.com/company/danbury-health-systems,nuvancehealth.org,Hospitals and Health Care,Nonprofit,1001-5000,118,-,-,-,US
Chardonnay Dialysis,https://www.linkedin.com/company/chardonnaydialysis,chardonnaydialysis.com,Hospitals and Health Care,Self-Owned,201-500,71,1994,Danville,Illinois,US
DMC Detroit Receiving Hospital,https://www.linkedin.com/company/dmc-detroit-receiving-hospital,dmc.org,Hospitals and Health Care,-,201-500,247,-,Detroit,Michigan,US
American Vision Group,https://www.linkedin.com/company/american-vision-group,americanvisiongrp.com,Hospitals and Health Care,Privately Held,201-500,36,2018,Miami,Florida,US
Family Medical Supply,https://www.linkedin.com/company/family-medical-supply,familymedsupply.com,Hospitals and Health Care,Privately Held,201-500,143,1990,Dunn,North Carolina,US
Coastal Health,https://www.linkedin.com/company/coastalhealth,coastalhealth.com,Hospitals and Health Care,Privately Held,201-500,116,-,Jacksonville,Florida,US
HealthyU Clinics,https://www.linkedin.com/company/healthyuclinics,healthyuclinics.com,Hospitals and Health Care,Privately Held,201-500,83,2020,Gilbert,Arizona,US
KORT - Kentucky Orthopedic Rehab Team,https://www.linkedin.com/company/kort---kentucky-orthopedic-rehab-team,kort.com,Hospitals and Health Care,Privately Held,201-500,387,1987,Louisville,Kentucky,US
Tufts Medicine Care at Home,https://www.linkedin.com/company/tuftsmedicinecareathome,careathome.org,Hospitals and Health Care,Nonprofit,501-1000,378,1895,Lawrence,Massachusetts,US
Intelas,https://www.linkedin.com/company/intelashealth,intelashealth.com,Hospitals and Health Care,Public Company,1001-5000,331,-,Mooresville,North Carolina,US
"Healthcare Therapy Services, Inc.",https://www.linkedin.com/company/healthcare-therapy-services-inc,htstherapy.com,Hospitals and Health Care,Privately Held,1001-5000,200,1988,Greenwood,Indiana,US
American Association of Pathologists'​ Assistants,https://www.linkedin.com/company/pathassist,pathassist.org,Hospitals and Health Care,Nonprofit,1001-5000,17,1972,Washington,District of Columbia,US
NorDx,https://www.linkedin.com/company/nordx,mainehealth.org,Hospitals and Health Care,Nonprofit,501-1000,403,1976,Scarborough,Maine,US
Behavior Change Institute,https://www.linkedin.com/company/behaviorchangeinstitute,behaviorchangeinstitute.com,Hospitals and Health Care,Privately Held,201-500,108,2014,Oakland,California,US
Iqueue For Surgical Clinics,https://www.linkedin.com/company/iqueueforsurgicalclinics,leantaas.com,Hospitals and Health Care,Privately Held,201-500,2,2019,Santa Clara,California,US
Marshall Medical Centers,https://www.linkedin.com/company/mmcenters,mmcenters.com,Hospitals and Health Care,Nonprofit,1001-5000,607,1997,Boaz,Alabama,US
Overlook Hospital,https://www.linkedin.com/company/overlook-hospital,atlantichealth.org,Hospitals and Health Care,Privately Held,201-500,464,2021,-,-,US
Armstrong Ambulance,https://www.linkedin.com/company/armstrong-ambulance,armstrongambulance.com,Hospitals and Health Care,Privately Held,201-500,235,1946,Arlington,Massachusetts,US
"Beacon Hospice, an Amedisys company",https://www.linkedin.com/company/beacon-hospice,amedisys.com,Hospitals and Health Care,Public Company,501-1000,404,1993,Boston,Massachusetts,US
Saint Anne’s Hospital,https://www.linkedin.com/company/saint-annes-hospital,saintanneshospital.org,Hospitals and Health Care,Privately Held,1001-5000,317,1906,Fall River,Massachusetts,US
Advantage,https://www.linkedin.com/company/feeltheadvantage,feeltheadvantage.com,Hospitals and Health Care,Privately Held,501-1000,164,2003,Pittsburgh,Pennsylvania,US
Summit Pacific Medical Center,https://www.linkedin.com/company/summit-pacific-medical-center,summitpacificmedicalcenter.org,Hospitals and Health Care,Nonprofit,201-500,235,1956,Elma,Washington,US
SmartHeart®,https://www.linkedin.com/company/shl-usa,smartheartpro.com,Hospitals and Health Care,Public Company,201-500,8,1987,Hauppauge,New York,US
Mohamed V Military Instruction Hospital,https://www.linkedin.com/company/hmimv,-,Hospitals and Health Care,Government Agency,501-1000,706,-,-,-,US
Allegiance Mobile Health,https://www.linkedin.com/company/allegiance-mobile-health,allmh.com,Hospitals and Health Care,Privately Held,1001-5000,486,2012,Corpus Christi,Texas,US
PCC Community Wellness Center,https://www.linkedin.com/company/pccwellness,pccwellness.org,Hospitals and Health Care,Nonprofit,501-1000,278,1980,Oak Park,Illinois,US
Garden Grove Hospital,https://www.linkedin.com/company/garden-grove-hospital,gardengrovehospital.com,Hospitals and Health Care,Privately Held,201-500,238,-,Garden Grove,California,US
Olympia Orthopaedic Associates,https://www.linkedin.com/company/olympia-orthopaedic-associates,olyortho.com,Hospitals and Health Care,Public Company,201-500,224,1972,Olympia,Washington,US
"Transylvania Regional Hospital, Inc.",https://www.linkedin.com/company/transylvania-regional-hospital-inc-,trhospital.org,Hospitals and Health Care,-,201-500,128,-,-,-,US
"DEPARTMENT OF REHABILITATION SERVICES, THE",https://www.linkedin.com/company/department-of-rehabilitation-services-the,-,Hospitals and Health Care,-,201-500,120,2011,Hartford,Connecticut,US
INSPIRA MEDICAL CENTER VINELAND,https://www.linkedin.com/company/inspira-medical-center-vineland,templehealth.org,Hospitals and Health Care,-,501-1000,105,-,Vineland,New Jersey,US
American Medical Personnel,https://www.linkedin.com/company/american-medical-personnel,amp.jobs,Hospitals and Health Care,Privately Held,201-500,91,1999,Akron,Ohio,US
Memorial Medical Center,https://www.linkedin.com/company/memorial-hospital-medical-center,ashlandmmc.com,Hospitals and Health Care,Public Company,1001-5000,89,-,Modesto,California,US
BALBOA NURSING AND REHABILITATION CENTER,https://www.linkedin.com/company/balboa-nursing-and-rehabilitation-center,balboaskillednursing.com,Hospitals and Health Care,Public Company,201-500,84,-,San Diego,California,US
Advance Nursing Services,https://www.linkedin.com/company/advance-nursing-services,advancedcarenursing.com,Hospitals and Health Care,Public Company,201-500,67,2018,Carson,California,US
Valley Vista Care,https://www.linkedin.com/company/valley-vista-care,valleyvista.org,Hospitals and Health Care,Nonprofit,201-500,52,1987,-,-,US
WVU Medicine Weirton Medical Center,https://www.linkedin.com/company/wvu-medicine-weirton-medical-center,wvumedicine.org,Hospitals and Health Care,Nonprofit,1001-5000,48,-,Weirton,West Virginia,US
Celtic Angels Home Health Care,https://www.linkedin.com/company/celtic-angels-home-health-care,celticangelsinc.com,Hospitals and Health Care,Privately Held,201-500,47,2004,Weymouth,Massachusetts,US
Summerset Senior Living,https://www.linkedin.com/company/summerset-senior-living-communities,summersetseniorliving.com,Hospitals and Health Care,Sole Proprietorship,201-500,40,-,-,-,US
Medsoftusa,https://www.linkedin.com/company/medsoftusa,medsoftusa.com,Hospitals and Health Care,Privately Held,201-500,38,1999,Sunnyvale,California,US
"Vedantaa Institute of Medical Sciences, Vedantaa Hospital & Research Centre",https://www.linkedin.com/company/vedantaa-institute-of-medical-sciences-vedantaa-hospital-research-centre,vedantaa.institute,Hospitals and Health Care,Privately Held,501-1000,33,-,-,-,US
The Pavilion Senior Living,https://www.linkedin.com/company/pavilion-senior-living,thepavilionseniorliving.com,Hospitals and Health Care,Privately Held,201-500,33,-,Lebanon,Tennessee,US
VNA Health System,https://www.linkedin.com/company/vna-health-system,vnahs.com,Hospitals and Health Care,Nonprofit,201-500,22,1913,Shamokin,Pennsylvania,US
Elevate Care Riverwoods,https://www.linkedin.com/company/elevatecareriverwoods,elevatecare.com,Hospitals and Health Care,Partnership,501-1000,11,2019,Riverwoods,Illinois,US
VIVEKANANDA HOSPITAL BHUBANESWAR,https://www.linkedin.com/company/vivekananda-hospital-bhubaneswar,vivekanandhospital.com,Hospitals and Health Care,Privately Held,201-500,7,2005,-,-,US
Ahava Hospice,https://www.linkedin.com/company/ahavahospice,ahavahospice.com,Hospitals and Health Care,Public Company,501-1000,4,-,Westfield,Indiana,US
CGA les Abondances,https://www.linkedin.com/company/centre-de-g%c3%a9rontologie-les-abondances,lesabondances.fr,Hospitals and Health Care,Government Agency,501-1000,3,-,-,-,US
Credhawk,https://www.linkedin.com/company/credhawk,credhawk.co,Hospitals and Health Care,Privately Held,201-500,2,2024,Pennsauken,New Jersey,US
Aapc Orlando Chapter,https://www.linkedin.com/company/aapc-orlando,aapcorlando.org,Hospitals and Health Care,Nonprofit,1001-5000,1,1998,Orlando,Florida,US
River Oaks MRI,https://www.linkedin.com/company/river-oaks-mri,riveroaksmri.com,Hospitals and Health Care,Privately Held,501-1000,-,-,-,-,US
St. Joseph Regional Health Center,https://www.linkedin.com/company/st-joseph-regional-health-center,kicklighter.net,Hospitals and Health Care,-,201-500,116,-,-,-,US
SUTTER AUBURN FAITH HOSPITAL,https://www.linkedin.com/company/sutter-auburn-faith-hospital,sutterhealth.org,Hospitals and Health Care,-,201-500,110,-,Auburn,California,US
South Sunflower County Hospital,https://www.linkedin.com/company/southsunflower,southsunflower.com,Hospitals and Health Care,Nonprofit,201-500,59,1931,Indianola,Mississippi,US
CareFlite,https://www.linkedin.com/company/careflite,careflite.org,Hospitals and Health Care,Nonprofit,501-1000,431,1979,Grand Prairie,Texas,US
CFG Health,https://www.linkedin.com/company/cfg-health,cfghealthsystems.com,Hospitals and Health Care,Privately Held,1001-5000,320,1999,Marlton,New Jersey,US
ACCESS PT,https://www.linkedin.com/company/accesspt,accessptw.com,Hospitals and Health Care,Privately Held,201-500,235,-,Campbell Hall,New York,US
Advanced Health Care,https://www.linkedin.com/company/advanced-health-care-corporation,ahcfacilities.com,Hospitals and Health Care,Privately Held,1001-5000,478,-,Farmington,Utah,US
Parkland Medical Center,https://www.linkedin.com/company/parkland-medical-center,parklandmedicalcenter.com,Hospitals and Health Care,Public Company,501-1000,398,-,Derry,New Hampshire,US
"Noland Health Services, Inc.",https://www.linkedin.com/company/noland-health-services,nolandhealth.com,Hospitals and Health Care,Nonprofit,1001-5000,505,1913,Birmingham,Alabama,US
Lakeview Hospital,https://www.linkedin.com/company/lakeviewhospital,lcmchealth.org,Hospitals and Health Care,Public Company,501-1000,304,-,Covington,Louisiana,US
Versiti Blood Center of Indiana,https://www.linkedin.com/company/versiti-blood-center-of-indiana,versiti.org,Hospitals and Health Care,Nonprofit,201-500,300,1952,Indianapolis,Indiana,US
Texas A&M School of Engineering Medicine (EnMed),https://www.linkedin.com/company/texas-a-m-engineering-medicine,tamu.edu,Hospitals and Health Care,Educational Institution,201-500,107,-,Houston,Texas,US
"Recover Health, Inc",https://www.linkedin.com/company/recover-health-inc,aveanna.com,Hospitals and Health Care,Public Company,1001-5000,351,-,Minnetonka,Minnesota,US
